training_social.thisRepN,training_social.thisTrialN,training_social.thisN,training_social.thisIndex,Stim,filename_neutral,filename_feedback_happy,filename_feedback_angry,CorrCatTrain,Welcome_head.started,Welcome_text.started,key_resp_2.started,text_3.started,key_resp_3.started,fix_cross.started,new_neutral.started,response_training.started,cue_left.started,cue_right.started,slide_response.started,fix_cross.stopped,left,right,stim,ParticipantAnswer,response_training.keys,response_training.corr,response_training.rt,slide_response.response,slide_response.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,5.2252304470021045,5.2252304470021045,5.2252304470021045,5.554583705001278,5.554583705001278,6.175253769004485,7.019640024998807,7.019640024998807,7.019640024998807,7.019640024998807,7.019640024998807,7.188307718999567,A,B,91,A,left,0,0.8069357329950435,None,None,,,,,,,
