training_social.thisRepN,training_social.thisTrialN,training_social.thisN,training_social.thisIndex,filename_neutral,filename_feedback_happy,filename_feedback_angry,kanjis,Welcome_head.started,Welcome_text.started,key_resp_2.started,text_3.started,key_resp_3.started,fix_cross.started,new_neutral.started,deco_left.started,deco_right.started,cue_left.started,cue_right.started,slide_response.started,fix_cross.stopped,slide_response.response,slide_response.rt,feedback_miss.started,feedback_miss.stopped,new_angry_2.started,new_happy_2.started,new_happy_2.stopped,cue_left_fb.started,cue_right_fb.started,box_l.started,box_r.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,"['kanji/1/a.png', 'kanji/1/b.png', 'kanji/1/c.png', 'kanji/1/d.png']",7.3014602059847675,7.3014602059847675,7.3014602059847675,8.413490354985697,8.413490354985697,9.188806649006438,9.858656703989254,9.858656703989254,9.858656703989254,9.858656703989254,9.858656703989254,9.858656703989254,10.196674225997413,4.340740740740741,5.208887813001638,14.587588831986068,14.587588831986068,14.587588831986068,14.587588831986068,14.587588831986068,14.587588831986068,14.587588831986068,14.587588831986068,14.587588831986068,,,,,,,
