training_social.thisRepN,training_social.thisTrialN,training_social.thisN,training_social.thisIndex,kanjis,Welcome_head.started,Welcome_text.started,key_resp_2.started,text_3.started,key_resp_3.started,text_4.started,key_resp_4.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,"['kanji/1/a.png', 'kanji/1/b.png', 'kanji/1/c.png', 'kanji/1/d.png']",6.464238232001662,6.464238232001662,6.464238232001662,10.544829073012806,10.544829073012806,21.16683876499883,21.16683876499883,,,,,,,
