filename_neutral,filename_feedback_happy,filename_feedback_angry,training_social.thisRepN,training_social.thisTrialN,training_social.thisN,training_social.thisIndex,Welcome_head.started,Welcome_text.started,key_resp_2.started,text_3.started,key_resp_3.started,kanjis_training,fix_cross_3.started,new_neutral_3.started,deco_left_2.started,deco_right_2.started,cue_left_2.started,cue_right_2.started,slide_response_2.started,fix_cross_3.stopped,slide_response_2.response,slide_response_2.rt,feedback_miss.started,feedback_miss.stopped,new_angry_2.started,new_happy_2.started,new_happy_2.stopped,deco_left_fb.started,deco_right_fb.started,cue_left_fb.started,cue_right_fb.started,box_l.started,box_r.started,new_angry_2.stopped,deco_left_fb.stopped,deco_right_fb.stopped,cue_left_fb.stopped,cue_right_fb.stopped,box_l.stopped,box_r.stopped,participant,session,date,expName,psychopyVersion,frameRate,
/Users/raimundbuehler/Documents/UNIDOCS/Python:Psychopy:RALT/RALT 2 - return of the RALT/ADFES/Freigestellt/Neutral/M06-Neutral-Face Forward_freigestellt.mp4,/Users/raimundbuehler/Documents/UNIDOCS/Python:Psychopy:RALT/RALT 2 - return of the RALT/ADFES/Freigestellt/Joy/Used/M06-Joy-Face Forward_freigestellt.mp4,/Users/raimundbuehler/Documents/UNIDOCS/Python:Psychopy:RALT/RALT 2 - return of the RALT/ADFES/Freigestellt/Anger/M06-Anger-Face Forward_freigestellt.mp4,0,0,0,3,10.35443274100544,10.35443274100544,10.35443274100544,11.073038238013396,11.073038238013396,"['kanji/training/a.png', 'kanji/training/b.png', 'kanji/training/d.png', 'kanji/training/c.png']",13.749583401018754,13.749583401018754,13.749583401018754,13.749583401018754,13.749583401018754,13.749583401018754,13.749583401018754,14.761077719012974,1.7851851851851852,2.65568469002028,20.234355683001922,20.234355683001922,20.234355683001922,20.234355683001922,20.234355683001922,20.234355683001922,20.234355683001922,20.234355683001922,20.234355683001922,20.234355683001922,20.234355683001922,26.240340408025077,26.240340408025077,26.240340408025077,26.240340408025077,26.240340408025077,26.240340408025077,26.240340408025077,1,1,2022-08-31_09h36.08.553,EmoSexCounterbalanced_fontfix,2022.2.2,None,
,,,,,,,,,,,,"['kanji/training/a.png', 'kanji/training/c.png', 'kanji/training/b.png', 'kanji/training/d.png']",26.52053785402677,27.24190243400517,27.24190243400517,27.24190243400517,27.24190243400517,27.24190243400517,27.24190243400517,27.523219652008265,4.540740740740741,1.8760948760027532,,,,,,,,,,,,,,,,,,,,,,,,,
