training_social.thisRepN,training_social.thisTrialN,training_social.thisN,training_social.thisIndex,filename_neutral,filename_feedback_happy,filename_feedback_angry,kanjis,Welcome_head.started,Welcome_text.started,key_resp_2.started,text_3.started,key_resp_3.started,fix_cross.started,new_neutral.started,deco_left.started,deco_right.started,cue_left.started,cue_right.started,slide_response.started,fix_cross.stopped,slide_response.response,slide_response.rt,feedback_miss.started,feedback_miss.stopped,new_angry_2.started,new_angry_2.stopped,new_happy_2.started,deco_left_fb.started,deco_right_fb.started,cue_left_fb.started,cue_right_fb.started,box_l.started,box_r.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,"['kanji/1/a.png', 'kanji/1/b.png', 'kanji/1/c.png', 'kanji/1/d.png']",7.589087258995278,7.589087258995278,7.589087258995278,9.410537255986128,9.410537255986128,10.172484784998232,10.805028178991051,10.805028178991051,10.805028178991051,10.805028178991051,10.805028178991051,10.805028178991051,11.176728994003497,2.0592592592592593,2.2708186480158474,12.657904856983805,12.657904856983805,12.657904856983805,12.657904856983805,12.657904856983805,12.657904856983805,12.657904856983805,12.657904856983805,12.657904856983805,12.657904856983805,12.657904856983805,,,,,,,
