training_social.thisRepN,training_social.thisTrialN,training_social.thisN,training_social.thisIndex,training_nonsocial.thisRepN,training_nonsocial.thisTrialN,training_nonsocial.thisN,training_nonsocial.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,cycles.thisRepN,cycles.thisTrialN,cycles.thisN,cycles.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,filename_neutral,filename_feedback_happy,filename_feedback_angry,Welcome_head.started,Welcome_text.started,key_resp_2.started,text_3.started,key_resp_3.started,text_4.started,key_resp_4.started,text.started,key_resp_5.started,Allesklartext_2.started,Allesklar_resp_2.started,Allesklartext.started,Allesklar_resp.started,CycleText1.started,CycleText2.started,CycleText2.stopped,CycleText3.started,CycleText3.stopped,CycleText4.started,CycleText4.stopped,key_resp_6.started,fix_cross.started,new_neutral.started,cue_left.started,cue_right.started,slide_response.started,fix_cross.stopped,slide_response.response,slide_response.rt,feedback_miss_2.started,feedback_miss_2.stopped,new_angry_5.started,new_angry_5.stopped,new_happy_5.started,cue_left_fb_2.started,cue_right_fb_2.started,box_l_2.started,box_r_2.started,cue_left_fb_2.stopped,cue_right_fb_2.stopped,box_l_2.stopped,box_r_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,5.7016863989993,5.7016863989993,5.7016863989993,9.619506999000805,9.619506999000805,9.956812761000037,9.956812761000037,10.397722382000211,10.397722382000211,10.905046522000703,10.905046522000703,11.381096967999838,11.381096967999838,11.793057574999693,11.793057574999693,11.793057574999693,11.793057574999693,11.793057574999693,11.793057574999693,11.793057574999693,11.793057574999693,13.798295488000804,14.069256155000403,14.069256155000403,14.069256155000403,14.069256155000403,14.797389278999617,1.525925925925926,2.1121802409998054,16.168940327999735,16.168940327999735,16.168940327999735,16.168940327999735,16.168940327999735,16.168940327999735,16.168940327999735,16.168940327999735,16.168940327999735,,,,,,,,,,,
