training_social.thisRepN,training_social.thisTrialN,training_social.thisN,training_social.thisIndex,Stim,filename_neutral,filename_feedback_happy,filename_feedback_angry,CorrCatTrain,Welcome_head.started,Welcome_text.started,key_resp_2.started,text_3.started,key_resp_3.started,fix_cross.started,new_neutral.started,response_training.started,cue_left.started,cue_right.started,slide_response.started,fix_cross.stopped,left,right,stim,response_training.keys,response_training.corr,slide_response.response,slide_response.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,5.553161648000241,5.553161648000241,5.553161648000241,6.866668226997717,6.866668226997717,7.768520250989241,8.45734199299477,8.45734199299477,8.45734199299477,8.45734199299477,8.45734199299477,8.77379975898657,A,B,99,None,0,4.048148148148148,1.7006850739999209,,,,,,,
