training_social.thisRepN,training_social.thisTrialN,training_social.thisN,training_social.thisIndex,filename_neutral,filename_feedback_happy,filename_feedback_angry,kanjis_training,kanjis,Welcome_head.started,Welcome_text.started,key_resp_2.started,text_3.started,key_resp_3.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,"['kanji/training/a.png', 'kanji/training/b.png', 'kanji/training/c.png', 'kanji/training/d.png']","['kanji/1/a.png', 'kanji/1/b.png', 'kanji/1/c.png', 'kanji/1/d.png']",10.293848358996911,10.293848358996911,10.293848358996911,13.545493958998122,13.545493958998122,,,,,,,
