training_social.thisRepN,training_social.thisTrialN,training_social.thisN,training_social.thisIndex,Stim,filename_neutral,filename_feedback_happy,filename_feedback_angry,CorrCatTrain,Welcome_head.started,Welcome_text.started,key_resp_2.started,text_3.started,key_resp_3.started,fix_cross.started,new_neutral.started,response_training.started,left_img.started,right_img.started,fix_cross.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,9.520774687000085,9.520774687000085,9.520774687000085,39.84874908300117,39.84874908300117,42.683252516013454,42.683252516013454,42.683252516013454,42.683252516013454,42.683252516013454,43.68703290000849,,,,,,,
