training_social.thisRepN,training_social.thisTrialN,training_social.thisN,training_social.thisIndex,filename_neutral,filename_feedback_happy,filename_feedback_angry,kanjis,Welcome_head.started,Welcome_text.started,key_resp_2.started,text_3.started,key_resp_3.started,fix_cross.started,new_neutral.started,bubble_left.started,cue_left.started,cue_right.started,slide_response.started,fix_cross.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,"['kanji/1/a.png', 'kanji/1/b.png', 'kanji/1/c.png', 'kanji/1/d.png']",6.5873351490008645,6.5873351490008645,6.5873351490008645,7.801610038994113,7.801610038994113,8.527837827015901,9.197165452991612,9.197165452991612,9.197165452991612,9.197165452991612,9.197165452991612,9.535365755000385,,,,,,,
