training_social.thisRepN,training_social.thisTrialN,training_social.thisN,training_social.thisIndex,filename_neutral,filename_feedback_happy,filename_feedback_angry,kanjis,Welcome_head.started,Welcome_text.started,key_resp_2.started,text_3.started,key_resp_3.started,fix_cross.started,new_neutral.started,deco_left.started,deco_right.started,cue_left.started,cue_right.started,slide_response.started,fix_cross.stopped,slide_response.response,slide_response.rt,feedback_miss.started,new_angry_2.started,new_angry_2.stopped,new_happy_2.started,new_happy_2.stopped,cue_left_fb.started,cue_right_fb.started,box_l.started,box_r.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,"['kanji/1/a.png', 'kanji/1/b.png', 'kanji/1/c.png', 'kanji/1/d.png']",6.719646501005627,6.719646501005627,6.719646501005627,7.62384498299798,7.62384498299798,8.363665601005778,9.003373109997483,9.003373109997483,9.003373109997483,9.003373109997483,9.003373109997483,9.003373109997483,9.375385936000384,None,None,,,,,,,,,,,,,,,,
