training_social.thisRepN,training_social.thisTrialN,training_social.thisN,training_social.thisIndex,filename_neutral,filename_feedback_happy,filename_feedback_angry,kanjis_training,kanjis,Welcome_head.started,Welcome_text.started,key_resp_2.started,text_3.started,key_resp_3.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,"['kanji/training/b.png', 'kanji/training/a.png', 'kanji/training/c.png', 'kanji/training/d.png']","['kanji/1/d.png', 'kanji/1/c.png', 'kanji/1/a.png', 'kanji/1/b.png']",9.969191085998318,9.969191085998318,9.969191085998318,47.2052143089968,47.2052143089968,,,,,,,
