training_social.thisRepN,training_social.thisTrialN,training_social.thisN,training_social.thisIndex,filename_neutral,filename_feedback_happy,filename_feedback_angry,kanjis_training,kanjis,Welcome_head.started,Welcome_text.started,key_resp_2.started,text_3.started,key_resp_3.started,fix_cross_3.started,new_neutral_3.started,deco_left_2.started,deco_right_2.started,cue_left_2.started,cue_right_2.started,slide_response_2.started,fix_cross_3.stopped,slide_response_2.response,slide_response_2.rt,feedback_miss.started,feedback_miss.stopped,new_angry_2.started,new_happy_2.started,new_happy_2.stopped,deco_left_fb.started,deco_right_fb.started,cue_left_fb.started,cue_right_fb.started,box_l.started,box_r.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,"['kanji/training/b.png', 'kanji/training/a.png', 'kanji/training/d.png', 'kanji/training/c.png']","['kanji/1/b.png', 'kanji/1/a.png', 'kanji/1/d.png', 'kanji/1/c.png']",12.0932990659785,12.0932990659785,12.0932990659785,13.814650634973077,13.814650634973077,14.546616296982393,15.345676237979205,15.345676237979205,15.345676237979205,15.345676237979205,15.345676237979205,15.345676237979205,15.545437623979524,4.622222222222222,2.994758015993284,17.735629229980987,17.735629229980987,17.735629229980987,17.735629229980987,17.735629229980987,17.735629229980987,17.735629229980987,17.735629229980987,17.735629229980987,17.735629229980987,17.735629229980987,,,,,,,
