filename_neutral,filename_feedback_happy,filename_feedback_angry,training_social.thisRepN,training_social.thisTrialN,training_social.thisN,training_social.thisIndex,training_nonsocial.thisRepN,training_nonsocial.thisTrialN,training_nonsocial.thisN,training_nonsocial.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,cycles.thisRepN,cycles.thisTrialN,cycles.thisN,cycles.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,kanjis,Welcome_head.started,Welcome_text.started,key_resp_2.started,text_3.started,key_resp_3.started,fix_cross.started,new_neutral.started,deco_left.started,deco_right.started,cue_left.started,cue_right.started,slide_response.started,fix_cross.stopped,slide_response.response,slide_response.rt,feedback_miss.started,new_angry_2.started,new_angry_2.stopped,new_happy_2.started,new_happy_2.stopped,deco_left_fb.started,deco_right_fb.started,cue_left_fb.started,cue_right_fb.started,box_l.started,box_r.started,feedback_miss.stopped,deco_left_fb.stopped,deco_right_fb.stopped,cue_left_fb.stopped,cue_right_fb.stopped,box_l.stopped,box_r.stopped,new_neutral.stopped,deco_left.stopped,deco_right.stopped,text_4.started,key_resp_4.started,text.started,key_resp_5.started,Allesklartext_2.started,Allesklar_resp_2.started,CycleText1.started,CycleText2.started,CycleText2.stopped,CycleText3.started,CycleText3.stopped,CycleText4.started,CycleText4.stopped,key_resp_6.started,feedback_miss_2.started,feedback_miss_2.stopped,new_angry_5.started,new_happy_5.started,new_happy_5.stopped,deco_left_fb_2.started,deco_right_fb_2.started,cue_left_fb_2.started,cue_right_fb_2.started,box_l_2.started,box_r_2.started,new_angry_5.stopped,deco_left_fb_2.stopped,deco_right_fb_2.stopped,cue_left_fb_2.stopped,cue_right_fb_2.stopped,box_l_2.stopped,box_r_2.stopped,text_2.started,text_2.stopped,CycleText1.stopped,participant,session,date,expName,psychopyVersion,frameRate,
/Users/raimundbuehler/Documents/UNIDOCS/Python:Psychopy:RALT/RALT 2 - return of the RALT/Mandalas_new/neutral/Mandala2_neutral.mp4,/Users/raimundbuehler/Documents/UNIDOCS/Python:Psychopy:RALT/RALT 2 - return of the RALT/Mandalas_new/happy/Mandala2_happy.mp4,/Users/raimundbuehler/Documents/UNIDOCS/Python:Psychopy:RALT/RALT 2 - return of the RALT/Mandalas_new/angry/Mandala2_angry.mp4,,,,,,,,,0,0,0,0,0,0,0,0,0,2,2,1,,,,,,,147.816668347019,148.39677819100325,148.39677819100325,148.39677819100325,148.39677819100325,148.39677819100325,148.39677819100325,148.83133833602187,4.859259259259259,5.569310308987042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.89195212902268,153.89195212902268,153.89195212902268,153.89195212902268,153.89195212902268,153.89195212902268,153.89195212902268,153.89195212902268,153.89195212902268,153.89195212902268,153.89195212902268,,159.90524896600982,159.90524896600982,159.90524896600982,159.90524896600982,159.90524896600982,159.90524896600982,159.90524896600982,,,1,1,2022-08-30_15h51.33.685,EmoSexCounterbalanced_fontfix,2022.2.2,59.68688760006403,
/Users/raimundbuehler/Documents/UNIDOCS/Python:Psychopy:RALT/RALT 2 - return of the RALT/Mandalas_new/neutral/Mandala1_neutral.mp4,/Users/raimundbuehler/Documents/UNIDOCS/Python:Psychopy:RALT/RALT 2 - return of the RALT/Mandalas_new/happy/Mandala1_happy.mp4,/Users/raimundbuehler/Documents/UNIDOCS/Python:Psychopy:RALT/RALT 2 - return of the RALT/Mandalas_new/angry/Mandala1_angry.mp4,,,,,,,,,0,0,0,0,0,0,0,0,0,3,3,0,,,,,,,161.30210092299967,161.90847399202175,161.90847399202175,161.90847399202175,161.90847399202175,161.90847399202175,161.90847399202175,162.30850411200663,4.859259259259259,1.227318091026973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.04759452899452,163.04759452899452,163.04759452899452,163.04759452899452,163.04759452899452,163.04759452899452,163.04759452899452,163.04759452899452,163.04759452899452,163.04759452899452,163.04759452899452,,169.06354702002136,169.06354702002136,169.06354702002136,169.06354702002136,169.06354702002136,169.06354702002136,169.06354702002136,170.06361691700295,,1,1,2022-08-30_15h51.33.685,EmoSexCounterbalanced_fontfix,2022.2.2,59.68688760006403,
/Users/raimundbuehler/Documents/UNIDOCS/Python:Psychopy:RALT/RALT 2 - return of the RALT/ADFES/Freigestellt/Neutral/F01-Neutral-Face Forward_freigestellt.mp4,/Users/raimundbuehler/Documents/UNIDOCS/Python:Psychopy:RALT/RALT 2 - return of the RALT/ADFES/Freigestellt/Joy/Used/F01-Joy-Face Forward_freigestellt.mp4,/Users/raimundbuehler/Documents/UNIDOCS/Python:Psychopy:RALT/RALT 2 - return of the RALT/ADFES/Freigestellt/Anger/F01-Anger-Face Forward_freigestellt.mp4,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,171.3714966319967,172.19861486399896,172.19861486399896,172.19861486399896,172.19861486399896,172.19861486399896,172.19861486399896,172.38208022000617,4.666666666666667,4.695878731989069,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.06361691700295,170.06361691700295,170.06361691700295,170.06361691700295,170.06361691700295,170.06361691700295,,170.06361691700295,176.33135706701432,176.33135706701432,176.33135706701432,176.33135706701432,,176.33135706701432,176.33135706701432,176.33135706701432,176.33135706701432,176.33135706701432,176.33135706701432,176.33135706701432,182.33839710601023,182.33839710601023,182.33839710601023,182.33839710601023,182.33839710601023,182.33839710601023,182.33839710601023,,170.06361691700295,1,1,2022-08-30_15h51.33.685,EmoSexCounterbalanced_fontfix,2022.2.2,59.68688760006403,
/Users/raimundbuehler/Documents/UNIDOCS/Python:Psychopy:RALT/RALT 2 - return of the RALT/ADFES/Freigestellt/Neutral/M02-Neutral-Face Forward_freigestellt.mp4,/Users/raimundbuehler/Documents/UNIDOCS/Python:Psychopy:RALT/RALT 2 - return of the RALT/ADFES/Freigestellt/Joy/Used/M02-Joy-Face Forward_freigestellt.mp4,/Users/raimundbuehler/Documents/UNIDOCS/Python:Psychopy:RALT/RALT 2 - return of the RALT/ADFES/Freigestellt/Anger/M02-Anger-Face Forward_freigestellt.mp4,,,,,,,,,1,0,1,0,0,0,0,0,0,1,1,2,,,,,,,183.46565512899542,184.32582426801673,184.32582426801673,184.32582426801673,184.32582426801673,184.32582426801673,184.32582426801673,184.47507742099697,4.666666666666667,4.559884846996283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.25710818101652,188.25710818101652,188.25710818101652,188.25710818101652,188.25710818101652,188.25710818101652,188.25710818101652,188.25710818101652,188.25710818101652,188.25710818101652,188.25710818101652,,194.2666519290069,194.2666519290069,194.2666519290069,194.2666519290069,194.2666519290069,194.2666519290069,194.2666519290069,,,1,1,2022-08-30_15h51.33.685,EmoSexCounterbalanced_fontfix,2022.2.2,59.68688760006403,
/Users/raimundbuehler/Documents/UNIDOCS/Python:Psychopy:RALT/RALT 2 - return of the RALT/ADFES/Freigestellt/Neutral/M06-Neutral-Face Forward_freigestellt.mp4,/Users/raimundbuehler/Documents/UNIDOCS/Python:Psychopy:RALT/RALT 2 - return of the RALT/ADFES/Freigestellt/Joy/Used/M06-Joy-Face Forward_freigestellt.mp4,/Users/raimundbuehler/Documents/UNIDOCS/Python:Psychopy:RALT/RALT 2 - return of the RALT/ADFES/Freigestellt/Anger/M06-Anger-Face Forward_freigestellt.mp4,,,,,,,,,1,0,1,0,0,0,0,0,0,2,2,3,,,,,,,195.39453318400774,196.25293628202053,196.25293628202053,196.25293628202053,196.25293628202053,196.25293628202053,196.25293628202053,196.40142249900964,4.777777777777778,2.0707309870049357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.6980418600142,197.6980418600142,197.6980418600142,197.6980418600142,,197.6980418600142,197.6980418600142,197.6980418600142,197.6980418600142,197.6980418600142,197.6980418600142,197.6980418600142,203.7076991829963,203.7076991829963,203.7076991829963,203.7076991829963,203.7076991829963,203.7076991829963,203.7076991829963,,,1,1,2022-08-30_15h51.33.685,EmoSexCounterbalanced_fontfix,2022.2.2,59.68688760006403,
/Users/raimundbuehler/Documents/UNIDOCS/Python:Psychopy:RALT/RALT 2 - return of the RALT/ADFES/Freigestellt/Neutral/F04-Neutral-Face Forward_freigestellt.mp4,/Users/raimundbuehler/Documents/UNIDOCS/Python:Psychopy:RALT/RALT 2 - return of the RALT/ADFES/Freigestellt/Joy/Used/F04-Joy-Face Forward_freigestellt.mp4,/Users/raimundbuehler/Documents/UNIDOCS/Python:Psychopy:RALT/RALT 2 - return of the RALT/ADFES/Freigestellt/Anger/F04-Anger-Face Forward_freigestellt.mp4,,,,,,,,,1,0,1,0,0,0,0,0,0,3,3,1,,,,,,,204.8250877050159,205.6942102110188,205.6942102110188,205.6942102110188,205.6942102110188,205.6942102110188,205.6942102110188,205.82586648900178,4.785185185185185,1.4153795299935155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.4936168930144,206.4936168930144,206.4936168930144,206.4936168930144,,206.4936168930144,206.4936168930144,206.4936168930144,206.4936168930144,206.4936168930144,206.4936168930144,206.4936168930144,212.4979347269982,212.4979347269982,212.4979347269982,212.4979347269982,212.4979347269982,212.4979347269982,212.4979347269982,,,1,1,2022-08-30_15h51.33.685,EmoSexCounterbalanced_fontfix,2022.2.2,59.68688760006403,
/Users/raimundbuehler/Documents/UNIDOCS/Python:Psychopy:RALT/RALT 2 - return of the RALT/Mandalas_new/neutral/Mandala2_neutral.mp4,/Users/raimundbuehler/Documents/UNIDOCS/Python:Psychopy:RALT/RALT 2 - return of the RALT/Mandalas_new/happy/Mandala2_happy.mp4,/Users/raimundbuehler/Documents/UNIDOCS/Python:Psychopy:RALT/RALT 2 - return of the RALT/Mandalas_new/angry/Mandala2_angry.mp4,,,,,,,,,2,0,2,0,0,0,0,0,0,0,0,1,,,,,,,221.00178649101872,221.557022367022,221.557022367022,221.557022367022,221.557022367022,221.557022367022,221.557022367022,222.00622980800108,4.792592592592593,4.824133399000857,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.4984582629986,213.4984582629986,213.4984582629986,213.4984582629986,213.4984582629986,213.4984582629986,,213.4984582629986,226.32326782000018,226.32326782000018,226.32326782000018,226.32326782000018,,226.32326782000018,226.32326782000018,226.32326782000018,226.32326782000018,226.32326782000018,226.32326782000018,226.32326782000018,232.33104924901272,232.33104924901272,232.33104924901272,232.33104924901272,232.33104924901272,232.33104924901272,232.33104924901272,,213.4984582629986,1,1,2022-08-30_15h51.33.685,EmoSexCounterbalanced_fontfix,2022.2.2,59.68688760006403,
/Users/raimundbuehler/Documents/UNIDOCS/Python:Psychopy:RALT/RALT 2 - return of the RALT/Mandalas_new/neutral/Mandala3_neutral.mp4,/Users/raimundbuehler/Documents/UNIDOCS/Python:Psychopy:RALT/RALT 2 - return of the RALT/Mandalas_new/happy/Mandala3_happy.mp4,/Users/raimundbuehler/Documents/UNIDOCS/Python:Psychopy:RALT/RALT 2 - return of the RALT/Mandalas_new/angry/Mandala3_angry.mp4,,,,,,,,,2,0,2,0,0,0,0,0,0,1,1,2,,,,,,,233.72638038001605,234.31626804801635,234.31626804801635,234.31626804801635,234.31626804801635,234.31626804801635,234.31626804801635,234.73260473200935,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.8164838590019,246.8262739710044,240.8164838590019,240.8164838590019,240.8164838590019,240.8164838590019,240.8164838590019,240.8164838590019,240.8164838590019,240.8164838590019,240.8164838590019,240.8164838590019,246.8262739710044,246.8262739710044,246.8262739710044,246.8262739710044,246.8262739710044,246.8262739710044,246.8262739710044,248.2268120360095,,1,1,2022-08-30_15h51.33.685,EmoSexCounterbalanced_fontfix,2022.2.2,59.68688760006403,
/Users/raimundbuehler/Documents/UNIDOCS/Python:Psychopy:RALT/RALT 2 - return of the RALT/Mandalas_new/neutral/Mandala4_neutral.mp4,/Users/raimundbuehler/Documents/UNIDOCS/Python:Psychopy:RALT/RALT 2 - return of the RALT/Mandalas_new/happy/Mandala4_happy.mp4,/Users/raimundbuehler/Documents/UNIDOCS/Python:Psychopy:RALT/RALT 2 - return of the RALT/Mandalas_new/angry/Mandala4_angry.mp4,,,,,,,,,2,0,2,0,0,0,0,0,0,2,2,3,,,,,,,248.2268120360095,248.81089114199858,248.81089114199858,248.81089114199858,248.81089114199858,248.81089114199858,248.81089114199858,249.22813744199811,4.651851851851852,1.4062245659879409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.1365611560177,250.1365611560177,250.1365611560177,250.1365611560177,250.1365611560177,250.1365611560177,250.1365611560177,250.1365611560177,250.1365611560177,250.1365611560177,250.1365611560177,,256.1496335109987,256.1496335109987,256.1496335109987,256.1496335109987,256.1496335109987,256.1496335109987,256.1496335109987,257.5360551199992,,1,1,2022-08-30_15h51.33.685,EmoSexCounterbalanced_fontfix,2022.2.2,59.68688760006403,
/Users/raimundbuehler/Documents/UNIDOCS/Python:Psychopy:RALT/RALT 2 - return of the RALT/Mandalas_new/neutral/Mandala1_neutral.mp4,/Users/raimundbuehler/Documents/UNIDOCS/Python:Psychopy:RALT/RALT 2 - return of the RALT/Mandalas_new/happy/Mandala1_happy.mp4,/Users/raimundbuehler/Documents/UNIDOCS/Python:Psychopy:RALT/RALT 2 - return of the RALT/Mandalas_new/angry/Mandala1_angry.mp4,,,,,,,,,2,0,2,0,0,0,0,0,0,3,3,0,,,,,,,257.5360551199992,258.1359859240183,258.1359859240183,258.1359859240183,258.1359859240183,258.1359859240183,258.1359859240183,258.5542749380111,4.651851851851852,1.1223481369961519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.174844535999,259.174844535999,259.174844535999,259.174844535999,265.1739194400143,259.174844535999,259.174844535999,259.174844535999,259.174844535999,259.174844535999,259.174844535999,259.174844535999,265.1739194400143,265.1739194400143,265.1739194400143,265.1739194400143,265.1739194400143,265.1739194400143,265.1739194400143,266.1746097470168,,1,1,2022-08-30_15h51.33.685,EmoSexCounterbalanced_fontfix,2022.2.2,59.68688760006403,
/Users/raimundbuehler/Documents/UNIDOCS/Python:Psychopy:RALT/RALT 2 - return of the RALT/ADFES/Freigestellt/Neutral/F01-Neutral-Face Forward_freigestellt.mp4,/Users/raimundbuehler/Documents/UNIDOCS/Python:Psychopy:RALT/RALT 2 - return of the RALT/ADFES/Freigestellt/Joy/Used/F01-Joy-Face Forward_freigestellt.mp4,/Users/raimundbuehler/Documents/UNIDOCS/Python:Psychopy:RALT/RALT 2 - return of the RALT/ADFES/Freigestellt/Anger/F01-Anger-Face Forward_freigestellt.mp4,,,,,,,,,3,0,3,0,0,0,0,0,0,0,0,0,,,,,,,268.70159079000587,269.52759268699447,269.52759268699447,269.52759268699447,269.52759268699447,269.52759268699447,269.52759268699447,269.71049387200037,4.681481481481482,4.4438883349939715,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.1746097470168,266.1746097470168,266.1746097470168,266.1746097470168,266.1746097470168,266.1746097470168,,266.1746097470168,273.4011688970204,273.4011688970204,273.4011688970204,273.4011688970204,273.4011688970204,273.4011688970204,273.4011688970204,273.4011688970204,273.4011688970204,273.4011688970204,273.4011688970204,279.4017430450185,279.4017430450185,279.4017430450185,279.4017430450185,279.4017430450185,279.4017430450185,279.4017430450185,279.4017430450185,280.5179618590046,266.1746097470168,1,1,2022-08-30_15h51.33.685,EmoSexCounterbalanced_fontfix,2022.2.2,59.68688760006403,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.5179618590046,281.38638778499444,281.38638778499444,281.38638778499444,281.38638778499444,281.38638778499444,281.38638778499444,281.519814194995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
