training_social.thisRepN,training_social.thisTrialN,training_social.thisN,training_social.thisIndex,Stim,filename_neutral,filename_feedback_happy,filename_feedback_angry,CorrCatTrain,Welcome_head.started,Welcome_text.started,key_resp_2.started,text_3.started,key_resp_3.started,fix_cross.started,new_neutral.started,response_training.started,cue_left.started,cue_right.started,slide_response.started,fix_cross.stopped,left,right,stim,ParticipantAnswer,response_training.keys,response_training.corr,response_training.rt,slide_response.response,slide_response.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,6.454226005997043,6.454226005997043,6.454226005997043,8.964874226003303,8.964874226003303,10.824648754001828,11.50138763099676,11.50138763099676,11.50138763099676,11.50138763099676,11.50138763099676,11.83589758000744,B,A,38,B,left,0,0.9873853470053291,None,None,,,,,,,
