training_social.thisRepN,training_social.thisTrialN,training_social.thisN,training_social.thisIndex,Stim,filename_neutral,filename_feedback_happy,filename_feedback_angry,CorrCatTrain,Welcome_head.started,Welcome_text.started,key_resp_2.started,text_3.started,key_resp_3.started,fix_cross.started,new_neutral.started,cue_left.started,cue_right.started,slide_response.started,fix_cross.stopped,left,right,stim,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,6.082041752990335,6.082041752990335,6.082041752990335,7.609143411988043,7.609143411988043,8.270773099997314,8.943423488992266,8.943423488992266,8.943423488992266,8.943423488992266,9.275484881000011,B,A,99,,,,,,,
