training_social.thisRepN,training_social.thisTrialN,training_social.thisN,training_social.thisIndex,Stim,filename_neutral,filename_feedback_happy,filename_feedback_angry,CorrCatTrain,Welcome_head.started,Welcome_text.started,key_resp_2.started,text_3.started,key_resp_3.started,fix_cross.started,new_neutral.started,response_training.started,cue_left.started,cue_right.started,slide_response.started,fix_cross.stopped,left,right,stim,response_training.keys,response_training.corr,slide_response.response,slide_response.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,5.4107415420003235,5.4107415420003235,5.4107415420003235,7.930361170991091,7.930361170991091,9.118379027000628,9.824537264998071,9.824537264998071,9.824537264998071,9.824537264998071,9.824537264998071,10.125267815994448,B,A,38,None,0,2.992592592592593,2.990763669993612,,,,,,,
