training_social.thisRepN,training_social.thisTrialN,training_social.thisN,training_social.thisIndex,filename_neutral,filename_feedback_happy,filename_feedback_angry,kanjis,Welcome_head.started,Welcome_text.started,key_resp_2.started,text_3.started,key_resp_3.started,fix_cross.started,new_neutral.started,cue_left.started,cue_right.started,slide_response.started,bubble_left.started,fix_cross.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,"['kanji/1/a.png', 'kanji/1/b.png', 'kanji/1/c.png', 'kanji/1/d.png']",7.437389672006248,7.437389672006248,7.437389672006248,9.073700503999135,9.073700503999135,9.83331456000451,10.50084310901002,10.50084310901002,10.50084310901002,10.50084310901002,10.50084310901002,10.839202139002737,,,,,,,
