training_social.thisRepN,training_social.thisTrialN,training_social.thisN,training_social.thisIndex,filename_neutral,filename_feedback_happy,filename_feedback_angry,Welcome_head.started,Welcome_text.started,key_resp_2.started,text_3.started,key_resp_3.started,fix_cross.started,new_neutral.started,cue_left.started,cue_right.started,slide_response.started,fix_cross.stopped,slide_response.response,slide_response.rt,feedback_miss.started,feedback_miss.stopped,new_angry_2.started,new_happy_2.started,new_happy_2.stopped,cue_left_fb.started,cue_right_fb.started,box_l.started,box_r.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,5.97237550599948,5.97237550599948,5.97237550599948,8.518549626000095,8.518549626000095,9.261437289999776,9.8272043449997,9.8272043449997,9.8272043449997,9.8272043449997,10.27654777600037,1.962962962962963,2.695738326000537,12.155397200999687,12.155397200999687,12.155397200999687,12.155397200999687,12.155397200999687,12.155397200999687,12.155397200999687,12.155397200999687,12.155397200999687,,,,,,,
