filename_neutral,filename_feedback_happy,filename_feedback_angry,training_social.thisRepN,training_social.thisTrialN,training_social.thisN,training_social.thisIndex,kanjis,Welcome_head.started,Welcome_text.started,key_resp_2.started,text_3.started,key_resp_3.started,fix_cross.started,new_neutral.started,deco_left.started,deco_right.started,cue_left.started,cue_right.started,slide_response.started,fix_cross.stopped,slide_response.response,slide_response.rt,feedback_miss.started,feedback_miss.stopped,new_angry_2.started,new_angry_2.stopped,new_happy_2.started,deco_left_fb.started,deco_right_fb.started,cue_left_fb.started,cue_right_fb.started,box_l.started,box_r.started,new_happy_2.stopped,deco_left_fb.stopped,deco_right_fb.stopped,cue_left_fb.stopped,cue_right_fb.stopped,box_l.stopped,box_r.stopped,participant,session,date,expName,psychopyVersion,frameRate,
/Users/raimundbuehler/Documents/UNIDOCS/Python:Psychopy:RALT/RALT 2 - return of the RALT/ADFES/Freigestellt/Neutral/M06-Neutral-Face Forward_freigestellt.mp4,/Users/raimundbuehler/Documents/UNIDOCS/Python:Psychopy:RALT/RALT 2 - return of the RALT/ADFES/Freigestellt/Joy/Used/M06-Joy-Face Forward_freigestellt.mp4,/Users/raimundbuehler/Documents/UNIDOCS/Python:Psychopy:RALT/RALT 2 - return of the RALT/ADFES/Freigestellt/Anger/M06-Anger-Face Forward_freigestellt.mp4,0,0,0,3,"['kanji/1/a.png', 'kanji/1/b.png', 'kanji/1/c.png', 'kanji/1/d.png']",7.975710586004425,7.975710586004425,7.975710586004425,9.673078810999868,9.673078810999868,10.474807723017875,11.087414790003095,11.087414790003095,11.087414790003095,11.087414790003095,11.087414790003095,11.087414790003095,11.475111777021084,1.9333333333333333,3.1020343949785456,13.789587824023329,13.789587824023329,13.789587824023329,13.789587824023329,13.789587824023329,13.789587824023329,13.789587824023329,13.789587824023329,13.789587824023329,13.789587824023329,13.789587824023329,19.89953543501906,19.89953543501906,19.89953543501906,19.89953543501906,19.89953543501906,19.89953543501906,19.89953543501906,1,1,2022-08-30_13h52.05.315,EmoSexCounterbalanced_fontfix,2022.2.2,60.151576439397516,
,,,,,,,,,,,,,19.89953543501906,20.782622708007693,20.782622708007693,20.782622708007693,20.782622708007693,20.782622708007693,20.782622708007693,20.899881651013857,4.725925925925926,1.7979530440061353,21.911520300025586,21.911520300025586,21.911520300025586,,21.911520300025586,21.911520300025586,21.911520300025586,21.911520300025586,21.911520300025586,21.911520300025586,21.911520300025586,21.911520300025586,,,,,,,,,,,,,
