training_social.thisRepN,training_social.thisTrialN,training_social.thisN,training_social.thisIndex,Stim,filename_neutral,filename_feedback_happy,filename_feedback_angry,CorrCatTrain,Welcome_head.started,Welcome_head.stopped,Welcome_text.started,Welcome_text.stopped,text_3.started,text_3.stopped,left,right,stim,ParticipantAnswer,fix_cross.started,fix_cross.stopped,response_training.keys,response_training.corr,response_training.rt,response_training.started,response_training.stopped,left_img.started,left_img.stopped,right_img.started,right_img.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,11.443012820993317,None,11.443012820993317,None,12.01471196798957,None,A,B,38.0,A,13.058183076005662,14.061687650013482,left,0,2.3371035880118143,14.049031589005608,None,14.049031589005608,None,14.049031589005608,None,,,,,,,
