training_social.thisRepN,training_social.thisTrialN,training_social.thisN,training_social.thisIndex,Stim,filename_neutral,filename_feedback_happy,filename_feedback_angry,CorrCatTrain,Welcome_head.started,Welcome_text.started,key_resp_2.started,text_3.started,key_resp_3.started,fix_cross.started,new_neutral.started,cue_left.started,cue_right.started,slide_response.started,fix_cross.stopped,left,right,stim,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,6.112148652988253,6.112148652988253,6.112148652988253,8.454489359995932,8.454489359995932,8.965885566998622,9.633117375997244,9.633117375997244,9.633117375997244,9.633117375997244,9.967789212998468,A,B,38,,,,,,,
