Stim,filename_neutral,filename_feedback_happy,filename_feedback_angry,CorrCatTrain,training_social.thisRepN,training_social.thisTrialN,training_social.thisN,training_social.thisIndex,Welcome_head.started,Welcome_text.started,key_resp_2.started,text_3.started,key_resp_3.started,fix_cross.started,new_neutral.started,cue_left.started,cue_right.started,slide_response.started,fix_cross.stopped,slide_response.response,slide_response.rt,feedback_miss.started,feedback_miss.stopped,new_angry_2.started,new_angry_2.stopped,new_happy_2.started,cue_left_fb.started,cue_right_fb.started,box_l.started,box_r.started,cue_left_fb.stopped,cue_right_fb.stopped,box_l.stopped,box_r.stopped,participant,session,date,expName,psychopyVersion,frameRate,
38,/Users/raimundbuehler/Documents/UNIDOCS/Python:Psychopy:RALT/RALT 2 - return of the RALT/ADFES/Freigestellt/Neutral/F04-Neutral-Face Forward_freigestellt.mp4,/Users/raimundbuehler/Documents/UNIDOCS/Python:Psychopy:RALT/RALT 2 - return of the RALT/ADFES/Freigestellt/Joy/Used/F04-Joy-Face Forward_freigestellt.mp4,/Users/raimundbuehler/Documents/UNIDOCS/Python:Psychopy:RALT/RALT 2 - return of the RALT/ADFES/Freigestellt/Anger/F04-Anger-Face Forward_freigestellt.mp4,A,0,0,0,1,6.074562440990121,6.074562440990121,6.074562440990121,7.341741876996821,7.341741876996821,8.053311858995585,8.684580060988083,8.684580060988083,8.684580060988083,8.684580060988083,9.0687613489863,1.7407407407407407,2.183149689997663,10.423973814991768,10.423973814991768,10.423973814991768,10.423973814991768,10.423973814991768,10.423973814991768,10.423973814991768,10.423973814991768,10.423973814991768,16.547098526993068,16.547098526993068,16.547098526993068,16.547098526993068,,001,2022-08-23_13h23.31.885,EmoSexCounterbalanced_fontfix,2022.2.2,59.984340368165924,
,,,,,,,,,,,,,,16.547098526993068,,,,,,,,,,,,,,,,,,,,,,,,,,,
