training_social.thisRepN,training_social.thisTrialN,training_social.thisN,training_social.thisIndex,Stim,filename_neutral,filename_feedback_happy,filename_feedback_angry,CorrCatTrain,Welcome_head.started,Welcome_text.started,key_resp_2.started,text_3.started,key_resp_3.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,5.742569580994314,5.742569580994314,5.742569580994314,38.32444963499438,38.32444963499438,,,,,,,
