Stim,filename_neutral,filename_feedback_happy,filename_feedback_angry,CorrCatTrain,training_social.thisRepN,training_social.thisTrialN,training_social.thisN,training_social.thisIndex,Welcome_head.started,Welcome_text.started,key_resp_2.started,text_3.started,key_resp_3.started,fix_cross.started,new_neutral.started,cue_left.started,cue_right.started,slide_response.started,fix_cross.stopped,slide_response.response,slide_response.rt,feedback_miss.started,feedback_miss.stopped,new_angry_2.started,new_angry_2.stopped,new_happy_2.started,cue_left_fb.started,cue_right_fb.started,box_l.started,box_r.started,cue_left_fb.stopped,cue_right_fb.stopped,box_l.stopped,box_r.stopped,new_neutral.stopped,new_happy_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
38,/Users/raimundbuehler/Documents/UNIDOCS/Python:Psychopy:RALT/RALT 2 - return of the RALT/ADFES/Freigestellt/Neutral/F04-Neutral-Face Forward_freigestellt.mp4,/Users/raimundbuehler/Documents/UNIDOCS/Python:Psychopy:RALT/RALT 2 - return of the RALT/ADFES/Freigestellt/Joy/Used/F04-Joy-Face Forward_freigestellt.mp4,/Users/raimundbuehler/Documents/UNIDOCS/Python:Psychopy:RALT/RALT 2 - return of the RALT/ADFES/Freigestellt/Anger/F04-Anger-Face Forward_freigestellt.mp4,A,0,0,0,1,6.032975622001686,6.032975622001686,6.032975622001686,9.148710787994787,9.148710787994787,9.867177911000908,10.542386296001496,10.542386296001496,10.542386296001496,10.542386296001496,10.876939191002748,1.8962962962962964,2.060155055994983,12.09947519400157,12.09947519400157,12.09947519400157,12.09947519400157,12.09947519400157,12.09947519400157,12.09947519400157,12.09947519400157,12.09947519400157,18.210698891998618,18.210698891998618,18.210698891998618,18.210698891998618,,,,001,2022-08-23_12h55.58.640,EmoSexCounterbalanced_fontfix,2022.2.2,60.205199066860004,
38,/Users/raimundbuehler/Documents/UNIDOCS/Python:Psychopy:RALT/RALT 2 - return of the RALT/ADFES/Freigestellt/Neutral/M06-Neutral-Face Forward_freigestellt.mp4,/Users/raimundbuehler/Documents/UNIDOCS/Python:Psychopy:RALT/RALT 2 - return of the RALT/ADFES/Freigestellt/Joy/Used/M06-Joy-Face Forward_freigestellt.mp4,/Users/raimundbuehler/Documents/UNIDOCS/Python:Psychopy:RALT/RALT 2 - return of the RALT/ADFES/Freigestellt/Anger/M06-Anger-Face Forward_freigestellt.mp4,B,0,1,1,3,,,,,,18.210698891998618,19.09565781899437,19.09565781899437,19.09565781899437,19.09565781899437,19.210079798998777,None,None,25.283443930005888,31.390797237007064,25.283443930005888,25.283443930005888,25.283443930005888,25.283443930005888,25.283443930005888,25.283443930005888,25.283443930005888,31.390797237007064,31.390797237007064,31.390797237007064,31.390797237007064,25.283443930005888,25.283443930005888,,001,2022-08-23_12h55.58.640,EmoSexCounterbalanced_fontfix,2022.2.2,60.205199066860004,
,,,,,,,,,,,,,,31.390797237007064,32.278792469005566,32.278792469005566,32.278792469005566,32.278792469005566,32.393355715001235,4.992592592592593,2.479495224994025,34.03978606799501,34.03978606799501,34.03978606799501,,34.03978606799501,34.03978606799501,34.03978606799501,34.03978606799501,34.03978606799501,,,,,,34.03978606799501,,,,,,,
