Stim,filename_neutral,filename_feedback_happy,filename_feedback_angry,CorrCatTrain,training_social.thisRepN,training_social.thisTrialN,training_social.thisN,training_social.thisIndex,Welcome_head.started,Welcome_head.stopped,Welcome_text.started,Welcome_text.stopped,text_3.started,text_3.stopped,left,right,stim,ParticipantAnswer,fix_cross.started,fix_cross.stopped,response_training.keys,response_training.corr,response_training.rt,response_training.started,response_training.stopped,left_img.started,left_img.stopped,right_img.started,right_img.stopped,feedback_miss.started,feedback_miss.stopped,left_disp_fb_2.started,left_disp_fb_2.stopped,right_disp_fb_2.started,right_disp_fb_2.stopped,Stimulus_fb_2.started,Stimulus_fb_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
99.0,/Users/raimundbuehler/Documents/UNIDOCS/Python:Psychopy:RALT/RALT 2 - return of the RALT/ADFES/Freigestellt/Neutral/F01-Neutral-Face Forward_freigestellt.mp4,/Users/raimundbuehler/Documents/UNIDOCS/Python:Psychopy:RALT/RALT 2 - return of the RALT/ADFES/Freigestellt/Joy/Used/F01-Joy-Face Forward_freigestellt.mp4,/Users/raimundbuehler/Documents/UNIDOCS/Python:Psychopy:RALT/RALT 2 - return of the RALT/ADFES/Freigestellt/Anger/F01-Anger-Face Forward_freigestellt.mp4,A,0,0,0,0,11.598004135012161,None,11.598004135012161,None,15.290662765008165,None,A,B,99.0,A,16.72508747500251,17.739543794014025,left,0,1.0937926059996244,17.726402160013095,None,17.726402160013095,None,17.726402160013095,None,19.012245246005477,19.012245246005477,19.012245246005477,None,19.012245246005477,None,19.012245246005477,None,,001,2022_Jul_07_1527,EmoSexCounterbalanced_fontfix,2020.2.10,59.96028938703348,
