Stim,filename_neutral,filename_feedback_happy,filename_feedback_angry,CorrCatTrain,training_social.thisRepN,training_social.thisTrialN,training_social.thisN,training_social.thisIndex,Welcome_head.started,Welcome_text.started,key_resp_2.started,text_3.started,key_resp_3.started,fix_cross.started,new_neutral.started,cue_left.started,cue_right.started,slide_response.started,fix_cross.stopped,slide_response.response,slide_response.rt,feedback_miss.started,feedback_miss.stopped,new_angry_2.started,new_angry_2.stopped,new_happy_2.started,cue_left_fb.started,cue_right_fb.started,box_l.started,box_r.started,new_happy_2.stopped,cue_left_fb.stopped,cue_right_fb.stopped,box_l.stopped,box_r.stopped,participant,session,date,expName,psychopyVersion,frameRate,
99,/Users/raimundbuehler/Documents/UNIDOCS/Python:Psychopy:RALT/RALT 2 - return of the RALT/ADFES/Freigestellt/Neutral/F01-Neutral-Face Forward_freigestellt.mp4,/Users/raimundbuehler/Documents/UNIDOCS/Python:Psychopy:RALT/RALT 2 - return of the RALT/ADFES/Freigestellt/Joy/Used/F01-Joy-Face Forward_freigestellt.mp4,/Users/raimundbuehler/Documents/UNIDOCS/Python:Psychopy:RALT/RALT 2 - return of the RALT/ADFES/Freigestellt/Anger/F01-Anger-Face Forward_freigestellt.mp4,A,0,0,0,0,5.771393781993538,5.771393781993538,5.771393781993538,7.22219558400684,7.22219558400684,7.814068161998875,8.495075784012442,8.495075784012442,8.495075784012442,8.495075784012442,8.819395503989654,1.6,1.6733423969999421,9.665075610013446,9.665075610013446,9.665075610013446,9.665075610013446,9.665075610013446,9.665075610013446,9.665075610013446,9.665075610013446,9.665075610013446,,,,,,,001,2022-08-23_16h29.13.421,EmoSexCounterbalanced_fontfix,2022.2.2,59.97841305665381,
