training_social.thisRepN,training_social.thisTrialN,training_social.thisN,training_social.thisIndex,training_nonsocial.thisRepN,training_nonsocial.thisTrialN,training_nonsocial.thisN,training_nonsocial.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,cycles.thisRepN,cycles.thisTrialN,cycles.thisN,cycles.thisIndex,Welcome_head.started,Welcome_text.started,key_resp_2.started,text_3.started,key_resp_3.started,text_4.started,key_resp_4.started,text.started,key_resp_5.started,Allesklartext_2.started,Allesklar_resp_2.started,Allesklartext.started,Allesklar_resp.started,Thank.started,end.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,5.688356773000123,5.688356773000123,5.688356773000123,10.122364099999686,10.122364099999686,10.211266618000082,10.211266618000082,10.400985281999965,10.400985281999965,10.657863194999663,10.657863194999663,11.000754419999794,11.000754419999794,11.400696520000565,11.400696520000565,,,,,,,
