training_social.thisRepN,training_social.thisTrialN,training_social.thisN,training_social.thisIndex,training_nonsocial.thisRepN,training_nonsocial.thisTrialN,training_nonsocial.thisN,training_nonsocial.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,cycles.thisRepN,cycles.thisTrialN,cycles.thisN,cycles.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,filename_neutral,filename_feedback_happy,filename_feedback_angry,Welcome_head.started,Welcome_text.started,key_resp_2.started,text_3.started,key_resp_3.started,text_4.started,key_resp_4.started,text.started,key_resp_5.started,Allesklartext_2.started,Allesklar_resp_2.started,CycleText1.started,CycleText2.started,CycleText2.stopped,CycleText3.started,CycleText3.stopped,CycleText4.started,CycleText4.stopped,key_resp_6.started,fix_cross.started,new_neutral.started,cue_left.started,cue_right.started,slide_response.started,fix_cross.stopped,slide_response.response,slide_response.rt,feedback_miss_2.started,feedback_miss_2.stopped,new_angry_5.started,new_happy_5.started,new_happy_5.stopped,cue_left_fb_2.started,cue_right_fb_2.started,box_l_2.started,box_r_2.started,cue_left_fb_2.stopped,cue_right_fb_2.stopped,box_l_2.stopped,box_r_2.stopped,text_2.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,11.90148087599664,11.90148087599664,11.90148087599664,13.088778633013135,13.088778633013135,13.640534272009972,13.640534272009972,14.60111047400278,14.60111047400278,15.887983102991711,15.887983102991711,16.94423275400186,16.94423275400186,16.94423275400186,16.94423275400186,16.94423275400186,16.94423275400186,16.94423275400186,16.94423275400186,18.116580831992906,18.737346439011162,18.737346439011162,18.737346439011162,18.737346439011162,19.117639014992164,2.303703703703704,5.663044424989494,23.972974787000567,23.972974787000567,23.972974787000567,23.972974787000567,23.972974787000567,23.972974787000567,23.972974787000567,23.972974787000567,23.972974787000567,29.984146592993056,29.984146592993056,29.984146592993056,29.984146592993056,29.984146592993056,,,,,,,
